prop_id,lon,lat,register_matches,register_id,register_name,listed_status,nearest_alternative_m,alternatives_within400m
M140,-73.9526333333333,40.8298222222222,1,382,Ten Mile River Playground,Operational,478.731811710704,0
B073_temp,-73.9652923076923,40.6608461538462,1,162,Lullwater & Boathouse,Operational,148.774214864612,2
Q004-ZN02,-73.9221406015038,40.7785466165414,0,,,,,
X092_temp,-73.89394,40.8911,1,46,"Van Cortlandt Mansion, Tennis Courts, Memorial Grove",Operational,295.651038292894,1
Q020-ZN04,-73.88578,40.68402,1,461,Lower Highland Playground,Operational,388.972732336578,1
Q023,-73.8033846153846,40.7033461538462,1,468,Rufus King Park,Operational,601.240656966307,0
XR-05,-73.8786097560975,40.8766292682927,1,52,Williamsbridge Oval,Operational,249.608080615459,1
B126,-74.00394,40.67336,0,,,,,
B032_temp,-73.9747090909091,40.6922363636364,1,139,Fort Greene Park Zone 3,Operational,210.858323764532,2
M037-04,-73.9271533333333,40.8528,1,341,Wallenberg Playground,Operational,705.061942845397,0
M037-03,-73.93116,40.84722,1,667,Quisqueya Playground,Not Operational,239.686122755433,1
B082-ZN05,-74.03948,40.6162,1,170,Shore Road Park Zone 5,Operational,565.550709810407,0
B082-ZN04,-74.0356875,40.612,1,169,Shore Road Park Zone 4,Operational,567.110822798209,0
X010_temp1,-73.8979245901639,40.8404967213115,1,15,Bathgate Playground,Operational,227.087414762539,2
B057_temp,-73.9305461538461,40.604017948718,1,151,Marine Park Zone 6,Operational,720.734854786786,0
X010_temp2,-73.8934526315789,40.838152631579,1,17,Crotona Park Lake,Operational,208.864456081708,2
MR-06,-73.9406989010988,40.8463417582417,1,372,J. Hood Wright Park,Operational,232.394053332671,1
MR-10,-73.9887466666667,40.7714733333333,1,348,Gertrude Ederle Recreation Center,Operational,282.254235578351,1
R105,-74.1176666666667,40.6288,1,706,Prall Playground,Not Operational,231.790298955983,1
R045-01,-74.1878629032257,40.5901048387096,1,622,Schmul Park,Operational,345.737593406141,1
M258,-73.9379,40.7891777777778,1,421,East River Playground,Operational,579.244294947569,0
M019,-73.99344,40.71084,1,333,Coleman Playground,Not Operational,335.361488414161,2
M017,-73.9797615384615,40.7117538461539,1,331,Corlears Hook Park,Operational,343.22512208125,1
X039_temp1,-73.7865818181818,40.8704454545455,1,31,Twin Island,Operational,328.593073758911,1
R090,-74.16242,40.53718,1,705,Lieutenant John H. Martinson Playground,Operational,1945.75907876652,0
Q458,-73.7774571428572,40.7952428571429,1,700,Fort Totten Park Zone 1,Not Operational,655.959140133039,0
R024,-74.0763444444445,40.6372666666667,0,,,,,
B042-01,-73.98492,40.62398,1,141,Gravesend Park,Operational,1142.13594453483,0
B192,-74.0363555555556,40.6264222222222,1,211,Russell Pedersen Playground,Operational,658.844865107717,0
X188,-73.85476,40.90186,1,97,Wakefield Playground,Operational,1121.81496725425,0
M027,-74.00295,40.7300166666667,1,335,Downing Street Playground,Operational,201.244780499076,1
Q360M,-73.89540625,40.72485625,1,570,Frontera Park,Operational,307.649576349201,1
M081-ZN02,-73.9438777777778,40.7757111111111,1,367,Carl Schurz Promenade,Operational,803.96488396367,0
M187,-73.94668,40.78436,0,,,,,
M107-ZN06,-73.9262142857143,40.7837142857143,1,675,Scylla Playground,Not Operational,393.434247641651,1
X039_temp2,-73.8246777777778,40.8517333333333,1,29,Pelham South Park Headquarters,Operational,366.172518695757,1
R114_temp,-74.1634625,40.6203375,1,642,Jennifer's Playground,Operational,393.276685033641,1
R015,-74.1088266666667,40.64374,1,610,Walker Park,Operational,961.813723273184,0
B057-ZN01,-73.937438317757,40.6078719626168,1,150,Marine Park Zone 1,Operational,720.332278647015,0
B285,-73.92326,40.64332,1,261,Harry Maze Playground,Operational,250.986758346308,1
B082-ZN06,-74.02262,40.63722,0,,,,,
B126-ZN03,-74.0077714285714,40.6727571428571,1,185,Red Hook Park Zone 3,Not Operational,351.965389569076,1
B237,-73.95532,40.68206,1,656,John Hancock Playground,Not Operational,76.3236272288434,2
X087,-73.8687428571429,40.8660857142857,1,649,Zimmerman Playground,Not Operational,268.840604898137,1
X166_temp,-73.9009555555556,40.8255111111111,1,84,Behagen Playground,Operational,301.30351800041,2
X014,-73.89782,40.82426,1,20,Horseshoe Playground,Operational,293.176220012094,3
M010-ZN38,-73.9541555555556,40.7914222222222,0,,,,,
X020,-73.89592,40.8816,1,22,Fort Independence Playground,Operational,255.699795520099,1
M211A,-73.94722,40.81106,1,399,St. Nicholas Playground South,Not Operational,145.244001566395,1
QR-07,-73.77443,40.67412,1,593,Rochdale Park,Operational,352.33210739692,1
Q210,-73.77024,40.68462,1,488,Nautilus Playground,Operational,387.893127533976,1
Q015_temp,-73.8552142857143,40.7007428571429,1,458,Carousel,Operational,87.239058375509,2
Q001-ZN01,-73.7341846153846,40.74,1,435,Alley Athletic Playground,Operational,157.132426637,1
Q024-ZN02,-73.8085882352941,40.7472705882353,1,684,Kissena Park Zone 2 (Tennis Courts),Not Operational,455.577500035054,0
Q048,-73.94104,40.76532,1,685,Rainey Park Playground,Not Operational,436.973090019201,0
