"w_geocode","C000","CA01","CA02","CA03","CE01","CE02","CE03","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20","CR01","CR02","CR03","CR04","CR05","CR07","CT01","CT02","CD01","CD02","CD03","CD04","CS01","CS02","CFA01","CFA02","CFA03","CFA04","CFA05","CFS01","CFS02","CFS03","CFS04","CFS05","createdate","county","tract"
"360470359002001",15,1,10,4,1,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,4,10,0,0,0,1,12,3,3,1,4,6,3,12,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047035900"
"360470359003000",12,4,6,2,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,1,0,1,11,0,0,0,0,12,0,3,1,3,1,4,8,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047035900"
"360470359003002",6,0,2,4,1,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,2,3,0,0,0,1,5,1,1,3,1,1,4,2,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047035900"
"360470359004001",6,0,4,2,4,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,2,0,3,3,0,0,0,0,3,3,2,0,3,1,4,2,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047035900"
"360470359004002",84,13,33,38,5,56,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,13,67,0,2,1,1,77,7,13,20,18,20,20,64,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047035900"
"360470359004003",4,2,0,2,2,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047035900"
"360470360011000",101,18,54,29,15,19,67,0,0,0,0,1,36,18,0,3,9,12,0,0,0,0,22,0,0,0,0,73,12,0,15,0,1,96,5,9,18,18,38,66,35,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036001"
"360470360011001",22,6,10,6,15,5,2,0,0,0,0,0,0,4,0,0,6,3,0,0,0,0,9,0,0,0,0,17,1,0,3,0,1,21,1,0,7,2,7,8,14,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036001"
"360470360011002",24,3,11,10,3,16,5,0,0,0,0,14,0,3,0,0,0,0,0,0,0,0,0,2,0,5,0,18,4,0,2,0,0,23,1,4,3,6,8,10,14,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036001"
"360470360012000",25,4,19,2,10,11,4,0,0,0,0,0,1,16,0,0,0,0,1,0,0,0,0,0,6,1,0,19,0,0,6,0,0,25,0,4,3,4,10,10,15,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036001"
"360470360012001",23,2,7,14,3,8,12,0,0,0,0,0,10,6,0,0,0,2,0,0,0,0,5,0,0,0,0,18,0,0,5,0,0,22,1,3,6,5,7,9,14,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036001"
"360470360012002",6,0,6,0,1,5,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,4,0,0,2,0,0,6,0,1,0,1,4,4,2,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036001"
"360470360013000",37,4,18,15,17,12,8,0,0,0,2,0,0,19,3,0,0,2,5,0,2,0,4,0,0,0,0,29,0,1,5,0,2,37,0,5,7,6,15,15,22,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036001"
"360470360013001",44,5,32,7,14,13,17,0,0,0,2,0,1,12,3,0,19,1,0,0,0,0,0,0,5,1,0,30,3,1,9,0,1,41,3,3,10,10,16,19,25,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036001"
"360470360021000",82,18,47,17,10,15,57,0,0,0,1,2,0,37,0,0,23,2,4,0,0,0,10,0,3,0,0,56,12,1,12,1,0,64,18,6,8,17,33,51,31,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036002"
"360470360021001",93,32,39,22,20,35,38,0,0,0,10,3,0,26,2,0,1,8,4,0,27,0,1,0,3,8,0,57,18,0,17,1,0,73,20,8,18,17,18,61,32,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036002"
"360470360021002",215,78,85,52,70,58,87,0,0,0,0,0,0,21,0,0,0,7,0,0,0,0,7,0,0,180,0,180,12,2,21,0,0,187,28,12,25,36,64,56,159,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036002"
"360470360022000",42,4,21,17,11,19,12,0,0,0,0,0,0,7,0,0,0,6,5,0,1,0,13,0,3,7,0,30,0,0,11,0,1,38,4,3,9,10,16,19,23,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036002"
"360470360022001",43,4,23,16,10,20,13,0,0,0,0,4,0,17,1,0,0,1,0,0,3,0,5,0,10,2,0,40,0,0,3,0,0,41,2,3,4,12,20,23,20,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036002"
"360470360022002",47,9,22,16,15,15,17,0,0,0,0,0,0,1,0,0,0,12,2,0,0,2,10,0,20,0,0,40,2,1,4,0,0,44,3,1,8,10,19,27,20,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036002"
"360470361001000",17,4,9,4,2,7,8,0,0,0,0,0,8,7,0,0,0,0,0,0,2,0,0,0,0,0,0,14,3,0,0,0,0,12,5,1,6,2,4,11,6,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036100"
"360470361002000",2,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036100"
"360470361002001",6,0,3,3,2,2,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,6,0,2,1,1,2,6,0,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036100"
"360470361002003",9,5,2,2,6,1,2,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,4,0,0,0,0,1,1,0,7,0,0,9,0,3,0,0,1,7,2,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036100"
"360470361002004",53,4,33,16,3,4,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,15,37,0,1,0,0,45,8,15,11,15,8,17,36,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036100"
"360470361002005",38,16,14,8,3,22,13,0,0,0,0,0,0,30,0,0,0,1,0,0,0,0,0,0,7,0,0,25,11,1,1,0,0,20,18,7,7,5,3,27,11,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036100"
"360470361002006",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036100"
"360470361003000",5,0,3,2,0,4,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,5,0,0,3,0,2,3,2,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036100"
"360470361003001",77,19,35,23,3,37,37,0,0,0,0,0,0,71,0,1,0,2,0,0,0,0,0,0,0,3,0,53,14,0,9,1,0,46,31,13,16,16,13,44,33,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036100"
"360470362001000",167,47,79,41,47,80,40,0,0,0,2,0,0,100,6,0,2,0,1,0,9,0,25,0,14,8,0,109,13,0,41,1,3,153,14,21,28,29,42,71,96,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036200"
"360470362001001",3,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036200"
"360470362001002",561,72,296,193,130,294,137,0,0,0,0,1,0,7,17,0,3,6,3,0,0,0,486,0,38,0,0,379,111,7,47,1,16,370,191,100,108,134,147,98,463,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036200"
"360470362001003",51,9,29,13,8,14,29,0,0,0,2,0,0,18,0,0,4,0,9,0,9,0,1,0,5,3,0,37,6,0,8,0,0,46,5,6,15,4,17,27,24,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036200"
"360470362002000",64,16,31,17,10,22,32,0,0,0,4,0,1,19,15,0,9,2,5,0,0,0,0,0,0,9,0,45,5,6,8,0,0,47,17,4,15,12,17,38,26,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036200"
"360470362002001",19,4,9,6,7,11,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,3,0,15,1,0,3,0,0,19,0,2,3,3,7,8,11,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036200"
"360470362002002",29,5,16,8,9,11,9,0,0,0,0,0,1,27,0,0,0,0,1,0,0,0,0,0,0,0,0,26,0,0,3,0,0,29,0,2,5,9,8,12,17,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036200"
"360470362003000",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036200"
"360470362003001",3,0,2,1,1,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036200"
"360470362003002",756,115,424,217,252,354,150,0,0,0,3,7,0,18,1,0,0,0,3,0,7,1,687,1,7,21,0,457,225,6,50,0,18,556,200,134,148,167,192,134,622,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036200"
"360470362003004",1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036200"
"360470362003005",2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036200"
"360470362003006",3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036200"
"360470362003007",151,15,75,61,65,73,13,0,0,0,0,0,0,15,0,0,0,0,0,0,2,0,134,0,0,0,0,108,30,2,9,1,1,114,37,31,31,38,36,23,128,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036200"
"360470362003008",120,22,65,33,62,30,28,0,0,0,1,0,0,69,0,0,7,0,0,0,0,3,5,0,29,6,0,75,6,0,39,0,0,116,4,13,18,26,41,48,72,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036200"
"360470362003009",4,0,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,4,0,0,0,0,0,3,1,0,0,3,1,1,3,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036200"
"360470363001000",8,0,7,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,3,1,0,4,0,0,6,2,3,2,1,2,3,5,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036300"
"360470363001001",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036300"
"360470363001002",22,12,7,3,10,9,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,19,0,0,10,6,0,5,0,1,20,2,1,2,3,4,8,14,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036300"
"360470363001005",30,3,21,6,15,8,7,0,0,0,1,0,2,3,0,0,3,0,0,0,0,0,0,0,19,2,0,15,14,0,1,0,0,20,10,5,8,7,7,17,13,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036300"
"360470363001006",3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036300"
"360470363002000",61,6,42,13,5,11,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,58,0,0,0,2,0,34,23,0,4,0,0,47,14,5,8,16,26,24,37,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036300"
"360470363002001",3,0,1,2,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,2,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036300"
"360470363002002",41,7,29,5,4,2,35,0,0,0,0,0,0,38,0,0,0,1,0,0,0,0,2,0,0,0,0,32,4,0,2,0,3,34,7,3,4,14,13,17,24,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036300"
"360470363002003",3,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036300"
"360470363003001",3,3,0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036300"
"360470363003002",9,3,3,3,3,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,4,5,0,0,0,0,5,4,4,1,0,1,7,2,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036300"
"360470363004000",7,2,4,1,0,1,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,5,2,0,0,0,0,6,1,3,0,1,1,4,3,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036300"
"360470363004001",7,0,3,4,2,3,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,3,4,2,3,2,0,7,0,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036300"
"360470364001000",27,3,14,10,10,13,4,0,0,0,8,0,0,15,2,0,1,0,1,0,0,0,0,0,0,0,0,9,3,0,15,0,0,26,1,1,0,14,9,23,4,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036400"
"360470364001001",6,4,1,1,2,1,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,6,0,1,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036400"
"360470364001002",25,4,17,4,3,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,8,0,0,17,0,0,24,1,5,2,3,11,10,15,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036400"
"360470364001003",3,0,1,2,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036400"
"360470364001004",6,0,2,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,6,0,2,0,2,2,2,4,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036400"
"360470364001005",139,16,89,34,5,10,124,0,0,0,7,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,84,40,0,13,0,2,114,25,6,26,35,56,61,78,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036400"
"360470364001006",69,17,31,21,16,36,17,0,0,0,3,0,0,7,2,0,0,2,1,0,0,0,54,0,0,0,0,56,5,0,7,0,1,60,9,4,12,12,24,26,43,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036400"
"360470364001007",1336,221,817,298,219,918,199,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,1326,0,0,0,0,587,621,18,76,2,32,941,395,250,295,309,261,375,961,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036400"
"360470364002000",33,4,20,9,10,11,12,0,0,0,2,0,0,1,0,0,0,0,10,0,4,0,16,0,0,0,0,28,3,0,2,0,0,32,1,4,8,3,14,10,23,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036400"
"360470364002001",65,16,35,14,19,26,20,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,37,0,5,10,0,47,3,1,11,0,3,61,4,9,17,9,14,18,47,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036400"
"360470364002002",115,40,48,27,11,60,44,0,0,0,3,0,0,7,3,0,0,1,4,0,0,18,79,0,0,0,0,95,7,0,10,0,3,110,5,11,14,21,29,33,82,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036400"
"360470364002004",135,25,85,25,29,56,50,0,0,0,5,0,0,0,0,0,2,0,0,0,1,0,127,0,0,0,0,88,21,0,19,0,7,109,26,13,29,33,35,28,107,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036400"
"360470364002005",8,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,8,0,0,1,3,4,1,7,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036400"
"360470364002006",18,5,7,6,4,6,8,0,0,0,5,0,3,0,0,0,0,0,2,0,0,0,8,0,0,0,0,17,0,0,1,0,0,18,0,0,2,0,11,8,10,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036400"
"360470365011000",44,10,23,11,6,20,18,0,0,0,0,0,0,19,0,0,0,22,0,0,1,0,0,0,0,0,2,15,25,1,1,2,0,25,19,8,15,7,4,31,13,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036501"
"360470365011001",383,47,246,90,18,38,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,163,211,127,2,37,0,6,311,72,44,62,107,123,152,231,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036501"
"360470365011002",28,1,11,16,3,16,9,0,0,0,0,0,0,0,0,0,1,0,1,0,22,0,0,0,3,1,0,11,15,2,0,0,0,25,3,2,12,8,5,19,9,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036501"
"360470365012000",123,15,72,36,20,72,31,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,1,0,34,74,0,14,0,1,117,6,15,28,32,33,79,44,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036501"
"360470365012001",6,2,2,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,2,2,0,2,0,0,5,1,0,2,1,1,4,2,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036501"
"360470365021004",83,19,43,21,6,29,48,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,73,0,3,0,0,26,49,1,4,0,3,63,20,13,17,17,17,33,50,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036502"
"360470365021005",18,0,12,6,0,6,12,0,0,0,0,0,0,5,2,0,0,0,7,0,0,0,0,0,0,4,0,10,6,0,1,0,1,13,5,1,5,8,4,12,6,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036502"
"360470365021006",11,3,6,2,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,11,0,3,2,2,1,5,6,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036502"
"360470365021007",36,4,19,13,6,19,11,0,0,0,0,0,0,4,0,0,0,32,0,0,0,0,0,0,0,0,0,25,3,0,8,0,0,22,14,9,5,12,6,15,21,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036502"
"360470365021008",8,0,6,2,2,4,2,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,6,0,0,0,0,2,5,3,2,2,3,1,7,1,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036502"
"360470365021009",24,12,9,3,11,11,2,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,3,0,0,0,0,17,7,0,0,0,0,17,7,7,3,2,0,10,14,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036502"
"360470365021010",3,0,3,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,3,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036502"
"360470365021012",29,11,7,11,18,10,1,0,0,0,0,0,0,16,7,0,0,0,0,0,0,0,6,0,0,0,0,12,17,0,0,0,0,23,6,6,2,8,2,15,14,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036502"
"360470366001006",26,9,10,7,8,10,8,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,19,0,2,0,0,14,0,0,12,0,0,26,0,1,3,4,9,14,12,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036600"
"360470366001008",10,7,2,1,7,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,7,0,0,9,1,0,0,1,2,6,4,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036600"
"360470366001009",7,1,2,4,2,3,2,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,5,2,3,0,1,2,4,3,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036600"
"360470366001010",4550,492,2407,1651,1435,2302,813,0,0,0,2,0,0,14,0,0,0,0,12,0,0,0,4518,0,3,1,0,1721,1260,61,1367,19,122,3248,1302,1111,902,1005,1040,598,3952,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036600"
"360470366002000",331,29,201,101,17,48,266,0,0,0,0,0,0,2,0,0,0,0,0,0,0,104,224,0,0,1,0,164,117,1,44,1,4,298,33,45,69,90,98,116,215,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036600"
"360470366002001",98,18,59,21,19,43,36,0,0,0,2,0,1,21,0,0,0,10,14,0,0,0,46,1,0,3,0,88,4,1,3,0,2,92,6,5,23,18,34,44,54,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036600"
"360470366003000",12,0,9,3,0,7,5,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,4,0,0,11,1,4,0,5,3,9,3,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036600"
"360470366003001",39,13,19,7,8,20,11,0,0,0,0,0,6,11,0,0,0,0,0,0,0,1,16,0,0,5,0,17,0,1,21,0,0,35,4,4,7,6,9,20,19,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036600"
"360470366003002",5,0,5,0,1,1,3,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,5,0,1,0,2,2,4,1,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036600"
"360470366003003",51,5,27,19,9,25,17,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,35,0,1,5,0,32,7,0,11,0,1,44,7,7,6,17,16,16,35,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036600"
"360470367001000",4,0,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,1,0,0,0,0,2,2,0,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036700"
"360470367001003",10,0,7,3,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,7,0,0,8,2,2,3,2,3,3,7,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036700"
"360470367001004",10,0,7,3,0,0,10,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,2,0,0,9,1,0,2,3,5,4,6,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036700"
"360470367002001",2537,261,1441,835,719,1365,453,0,0,0,0,0,0,18,0,0,0,0,0,0,0,30,2489,0,0,0,0,1059,798,51,548,9,72,1488,1049,677,561,572,466,430,2107,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036700"
"360470367002005",30,4,21,5,5,9,16,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,25,0,0,1,0,8,22,0,0,0,0,26,4,7,9,5,5,11,19,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036700"
"360470367003000",49,2,33,14,7,28,14,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,18,0,28,16,0,4,0,1,23,26,9,15,16,7,37,12,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036700"
"360470367003001",10,6,4,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,8,2,0,0,0,0,5,5,2,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036700"
"360470367003005",21,4,8,9,2,13,6,0,0,0,0,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,16,4,0,1,0,0,7,14,7,3,4,3,10,11,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036700"
"360470367003006",9,1,5,3,6,2,1,0,0,0,4,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,2,6,0,1,0,0,7,2,2,2,4,0,9,0,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036700"
"360470369001001",145,32,80,33,20,43,82,0,0,0,0,0,0,27,0,0,0,0,0,0,26,0,20,0,0,1,71,65,68,1,9,0,2,112,33,26,25,23,39,71,74,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036900"
"360470369001002",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036900"
"360470369001003",5,4,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,4,0,0,1,0,0,5,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036900"
"360470369002000",103,13,65,25,2,14,87,0,0,0,0,0,0,1,0,0,0,0,0,0,0,98,0,0,3,1,0,57,39,0,5,0,2,80,23,9,16,31,34,45,58,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036900"
"360470369002001",71,26,35,10,42,18,11,0,0,0,0,0,0,3,0,0,0,0,68,0,0,0,0,0,0,0,0,14,49,0,5,0,3,59,12,6,12,12,15,27,44,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036900"
"360470369002002",4,1,3,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,2,2,0,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036900"
"360470369002003",8,2,6,0,2,4,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,4,0,0,8,0,0,0,3,3,4,4,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036900"
"360470369003000",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,20251202,"047","36047036900"
