"metric_month","industry","pickup_dropoff","locationid","borough","zone","trip_count"
"2025-08-01","FHV - High Volume","Drop-off","9","Queens","Auburndale","16652"
"2025-08-01","FHV - High Volume","Pick-up","9","Queens","Auburndale","17642"
"2025-08-01","FHV - High Volume","Drop-off","10","Queens","Baisley Park","59832"
"2025-08-01","FHV - High Volume","Pick-up","10","Queens","Baisley Park","70492"
"2025-08-01","FHV - High Volume","Drop-off","11","Brooklyn","Bath Beach","21311"
"2025-08-01","FHV - High Volume","Pick-up","11","Brooklyn","Bath Beach","21864"
"2025-08-01","FHV - High Volume","Drop-off","12","Manhattan","Battery Park","4165"
"2025-08-01","FHV - High Volume","Pick-up","12","Manhattan","Battery Park","2370"
"2025-08-01","FHV - High Volume","Drop-off","13","Manhattan","Battery Park City","67407"
"2025-08-01","FHV - High Volume","Pick-up","13","Manhattan","Battery Park City","75439"
"2025-08-01","FHV - High Volume","Drop-off","14","Brooklyn","Bay Ridge","106368"
"2025-08-01","FHV - High Volume","Pick-up","14","Brooklyn","Bay Ridge","102598"
"2025-08-01","FHV - High Volume","Drop-off","15","Queens","Bay Terrace/Fort Totten","15125"
"2025-08-01","FHV - High Volume","Pick-up","15","Queens","Bay Terrace/Fort Totten","15249"
"2025-08-01","FHV - High Volume","Drop-off","16","Queens","Bayside","38985"
"2025-08-01","FHV - High Volume","Pick-up","16","Queens","Bayside","40870"
"2025-08-01","FHV - High Volume","Drop-off","17","Brooklyn","Bedford","159682"
"2025-08-01","FHV - High Volume","Pick-up","17","Brooklyn","Bedford","156456"
"2025-08-01","FHV - High Volume","Drop-off","18","Bronx","Bedford Park","89329"
"2025-08-01","FHV - High Volume","Pick-up","18","Bronx","Bedford Park","95935"
"2025-08-01","FHV - High Volume","Drop-off","19","Queens","Bellerose","13366"
"2025-08-01","FHV - High Volume","Pick-up","19","Queens","Bellerose","18128"
"2025-08-01","FHV - High Volume","Drop-off","20","Bronx","Belmont","56626"
"2025-08-01","FHV - High Volume","Pick-up","20","Bronx","Belmont","58215"
"2025-08-01","FHV - High Volume","Drop-off","21","Brooklyn","Bensonhurst East","46477"
"2025-08-01","FHV - High Volume","Pick-up","21","Brooklyn","Bensonhurst East","48541"
"2025-08-01","FHV - High Volume","Drop-off","22","Brooklyn","Bensonhurst West","64818"
"2025-08-01","FHV - High Volume","Pick-up","22","Brooklyn","Bensonhurst West","68498"
"2025-08-01","FHV - High Volume","Drop-off","23","Staten Island","Bloomfield/Emerson Hill","32145"
"2025-08-01","FHV - High Volume","Pick-up","23","Staten Island","Bloomfield/Emerson Hill","29409"
"2025-08-01","FHV - High Volume","Drop-off","24","Manhattan","Bloomingdale","22336"
"2025-08-01","FHV - High Volume","Pick-up","24","Manhattan","Bloomingdale","24234"
"2025-08-01","FHV - High Volume","Drop-off","25","Brooklyn","Boerum Hill","99765"
"2025-08-01","FHV - High Volume","Pick-up","25","Brooklyn","Boerum Hill","113465"
"2025-08-01","FHV - High Volume","Drop-off","26","Brooklyn","Borough Park","78318"
"2025-08-01","FHV - High Volume","Pick-up","26","Brooklyn","Borough Park","73928"
"2025-08-01","FHV - High Volume","Drop-off","27","Queens","Breezy Point/Fort Tilden/Riis Beach","5737"
"2025-08-01","FHV - High Volume","Pick-up","27","Queens","Breezy Point/Fort Tilden/Riis Beach","4092"
"2025-08-01","FHV - High Volume","Drop-off","28","Queens","Briarwood/Jamaica Hills","46476"
"2025-08-01","FHV - High Volume","Pick-up","28","Queens","Briarwood/Jamaica Hills","50871"
"2025-08-01","FHV - High Volume","Drop-off","29","Brooklyn","Brighton Beach","41844"
"2025-08-01","FHV - High Volume","Pick-up","29","Brooklyn","Brighton Beach","40385"
"2025-08-01","FHV - High Volume","Drop-off","30","Queens","Broad Channel","1749"
"2025-08-01","FHV - High Volume","Pick-up","30","Queens","Broad Channel","1838"
"2025-08-01","FHV - High Volume","Drop-off","31","Bronx","Bronx Park","10981"
"2025-08-01","FHV - High Volume","Pick-up","31","Bronx","Bronx Park","9688"
"2025-08-01","FHV - High Volume","Drop-off","32","Bronx","Bronxdale","44136"
"2025-08-01","FHV - High Volume","Pick-up","32","Bronx","Bronxdale","50153"
"2025-08-01","FHV - High Volume","Drop-off","33","Brooklyn","Brooklyn Heights","86733"
"2025-08-01","FHV - High Volume","Pick-up","33","Brooklyn","Brooklyn Heights","88981"
"2025-08-01","FHV - High Volume","Drop-off","34","Brooklyn","Brooklyn Navy Yard","14337"
"2025-08-01","FHV - High Volume","Pick-up","34","Brooklyn","Brooklyn Navy Yard","12492"
"2025-08-01","FHV - High Volume","Drop-off","35","Brooklyn","Brownsville","114594"
"2025-08-01","FHV - High Volume","Pick-up","35","Brooklyn","Brownsville","121427"
"2025-08-01","FHV - High Volume","Drop-off","36","Brooklyn","Bushwick North","151489"
"2025-08-01","FHV - High Volume","Pick-up","36","Brooklyn","Bushwick North","158544"
"2025-08-01","FHV - High Volume","Drop-off","37","Brooklyn","Bushwick South","223840"
"2025-08-01","FHV - High Volume","Pick-up","37","Brooklyn","Bushwick South","222472"
"2025-08-01","FHV - High Volume","Drop-off","38","Queens","Cambria Heights","19139"
"2025-08-01","FHV - High Volume","Pick-up","38","Queens","Cambria Heights","25761"
"2025-08-01","FHV - High Volume","Drop-off","39","Brooklyn","Canarsie","149625"
"2025-08-01","FHV - High Volume","Pick-up","39","Brooklyn","Canarsie","156666"
"2025-08-01","FHV - High Volume","Drop-off","40","Brooklyn","Carroll Gardens","39806"
"2025-08-01","FHV - High Volume","Pick-up","40","Brooklyn","Carroll Gardens","42633"
"2025-08-01","FHV - High Volume","Drop-off","41","Manhattan","Central Harlem","115208"
"2025-08-01","FHV - High Volume","Pick-up","41","Manhattan","Central Harlem","128538"
"2025-08-01","FHV - High Volume","Drop-off","42","Manhattan","Central Harlem North","159065"
"2025-08-01","FHV - High Volume","Pick-up","42","Manhattan","Central Harlem North","179960"
"2025-08-01","FHV - High Volume","Drop-off","43","Manhattan","Central Park","42350"
"2025-08-01","FHV - High Volume","Pick-up","43","Manhattan","Central Park","30073"
"2025-08-01","FHV - High Volume","Drop-off","44","Staten Island","Charleston/Tottenville","8894"
"2025-08-01","FHV - High Volume","Pick-up","44","Staten Island","Charleston/Tottenville","8969"
"2025-08-01","FHV - High Volume","Drop-off","45","Manhattan","Chinatown","40314"
"2025-08-01","FHV - High Volume","Pick-up","45","Manhattan","Chinatown","47345"
"2025-08-01","FHV - High Volume","Drop-off","46","Bronx","City Island","6534"
"2025-08-01","FHV - High Volume","Pick-up","46","Bronx","City Island","5935"
"2025-08-01","FHV - High Volume","Drop-off","47","Bronx","Claremont/Bathgate","61452"
"2025-08-01","FHV - High Volume","Pick-up","47","Bronx","Claremont/Bathgate","65663"
"2025-08-01","FHV - High Volume","Drop-off","48","Manhattan","Clinton East","142712"
"2025-08-01","FHV - High Volume","Pick-up","48","Manhattan","Clinton East","179687"
"2025-08-01","FHV - High Volume","Drop-off","49","Brooklyn","Clinton Hill","113285"
"2025-08-01","FHV - High Volume","Pick-up","49","Brooklyn","Clinton Hill","113281"
"2025-08-01","FHV - High Volume","Drop-off","50","Manhattan","Clinton West","83897"
"2025-08-01","FHV - High Volume","Pick-up","50","Manhattan","Clinton West","102105"
"2025-08-01","FHV - High Volume","Drop-off","51","Bronx","Co-Op City","73558"
"2025-08-01","FHV - High Volume","Pick-up","51","Bronx","Co-Op City","79975"
"2025-08-01","FHV - High Volume","Drop-off","52","Brooklyn","Cobble Hill","23126"
"2025-08-01","FHV - High Volume","Pick-up","52","Brooklyn","Cobble Hill","26294"
"2025-08-01","FHV - High Volume","Drop-off","53","Queens","College Point","32755"
"2025-08-01","FHV - High Volume","Pick-up","53","Queens","College Point","31901"
"2025-08-01","FHV - High Volume","Drop-off","54","Brooklyn","Columbia Street","9888"
"2025-08-01","FHV - High Volume","Pick-up","54","Brooklyn","Columbia Street","10387"
"2025-08-01","FHV - High Volume","Drop-off","55","Brooklyn","Coney Island","60990"
"2025-08-01","FHV - High Volume","Pick-up","55","Brooklyn","Coney Island","59684"
"2025-08-01","FHV - High Volume","Drop-off","56","Queens","Corona","59234"
"2025-08-01","FHV - High Volume","Pick-up","56","Queens","Corona","64920"
"2025-08-01","FHV - High Volume","Drop-off","57","Queens","Corona","4745"
"2025-08-01","FHV - High Volume","Pick-up","57","Queens","Corona","6070"
"2025-08-01","FHV - High Volume","Drop-off","58","Bronx","Country Club","6488"
"2025-08-01","FHV - High Volume","Pick-up","58","Bronx","Country Club","6955"
"2025-08-01","FHV - High Volume","Drop-off","59","Bronx","Crotona Park","3815"
"2025-08-01","FHV - High Volume","Pick-up","59","Bronx","Crotona Park","3200"
"2025-08-01","FHV - High Volume","Drop-off","60","Bronx","Crotona Park East","41455"
"2025-08-01","FHV - High Volume","Pick-up","60","Bronx","Crotona Park East","45532"
"2025-08-01","FHV - High Volume","Drop-off","61","Brooklyn","Crown Heights North","275089"
"2025-08-01","FHV - High Volume","Pick-up","61","Brooklyn","Crown Heights North","262400"
"2025-08-01","FHV - High Volume","Drop-off","62","Brooklyn","Crown Heights South","70137"
"2025-08-01","FHV - High Volume","Pick-up","62","Brooklyn","Crown Heights South","72188"
"2025-08-01","FHV - High Volume","Drop-off","63","Brooklyn","Cypress Hills","63478"
"2025-08-01","FHV - High Volume","Pick-up","63","Brooklyn","Cypress Hills","66469"
"2025-08-01","FHV - High Volume","Drop-off","64","Queens","Douglaston","12469"
"2025-08-01","FHV - High Volume","Pick-up","64","Queens","Douglaston","14377"
"2025-08-01","FHV - High Volume","Drop-off","65","Brooklyn","Downtown Brooklyn/MetroTech","84114"
"2025-08-01","FHV - High Volume","Pick-up","65","Brooklyn","Downtown Brooklyn/MetroTech","95215"
"2025-08-01","FHV - High Volume","Drop-off","66","Brooklyn","DUMBO/Vinegar Hill","66894"
"2025-08-01","FHV - High Volume","Pick-up","66","Brooklyn","DUMBO/Vinegar Hill","74108"
"2025-08-01","FHV - High Volume","Drop-off","67","Brooklyn","Dyker Heights","34173"
"2025-08-01","FHV - High Volume","Pick-up","67","Brooklyn","Dyker Heights","33763"
"2025-08-01","FHV - High Volume","Drop-off","68","Manhattan","East Chelsea","191814"
"2025-08-01","FHV - High Volume","Pick-up","68","Manhattan","East Chelsea","190866"
"2025-08-01","FHV - High Volume","Drop-off","69","Bronx","East Concourse/Concourse Village","100603"
"2025-08-01","FHV - High Volume","Pick-up","69","Bronx","East Concourse/Concourse Village","103355"
"2025-08-01","FHV - High Volume","Drop-off","70","Queens","East Elmhurst","41811"
"2025-08-01","FHV - High Volume","Pick-up","70","Queens","East Elmhurst","50051"
"2025-08-01","FHV - High Volume","Drop-off","71","Brooklyn","East Flatbush/Farragut","88193"
"2025-08-01","FHV - High Volume","Pick-up","71","Brooklyn","East Flatbush/Farragut","90018"
"2025-08-01","FHV - High Volume","Drop-off","72","Brooklyn","East Flatbush/Remsen Village","100452"
"2025-08-01","FHV - High Volume","Pick-up","72","Brooklyn","East Flatbush/Remsen Village","104750"
"2025-08-01","FHV - High Volume","Drop-off","73","Queens","East Flushing","20231"
"2025-08-01","FHV - High Volume","Pick-up","73","Queens","East Flushing","21308"
"2025-08-01","FHV - High Volume","Drop-off","74","Manhattan","East Harlem North","133178"
"2025-08-01","FHV - High Volume","Pick-up","74","Manhattan","East Harlem North","139177"
"2025-08-01","FHV - High Volume","Drop-off","75","Manhattan","East Harlem South","119523"
"2025-08-01","FHV - High Volume","Pick-up","75","Manhattan","East Harlem South","117267"
"2025-08-01","FHV - High Volume","Drop-off","76","Brooklyn","East New York","226970"
"2025-08-01","FHV - High Volume","Pick-up","76","Brooklyn","East New York","230096"
"2025-08-01","FHV - High Volume","Drop-off","77","Brooklyn","East New York/Pennsylvania Avenue","57901"
"2025-08-01","FHV - High Volume","Pick-up","77","Brooklyn","East New York/Pennsylvania Avenue","59079"
"2025-08-01","FHV - High Volume","Drop-off","78","Bronx","East Tremont","82462"
"2025-08-01","FHV - High Volume","Pick-up","78","Bronx","East Tremont","88242"
"2025-08-01","FHV - High Volume","Drop-off","79","Manhattan","East Village","182160"
"2025-08-01","FHV - High Volume","Pick-up","79","Manhattan","East Village","226042"
"2025-08-01","FHV - High Volume","Drop-off","80","Brooklyn","East Williamsburg","149344"
"2025-08-01","FHV - High Volume","Pick-up","80","Brooklyn","East Williamsburg","155858"
"2025-08-01","FHV - High Volume","Drop-off","81","Bronx","Eastchester","50398"
"2025-08-01","FHV - High Volume","Pick-up","81","Bronx","Eastchester","57563"
"2025-08-01","FHV - High Volume","Drop-off","82","Queens","Elmhurst","142030"
"2025-08-01","FHV - High Volume","Pick-up","82","Queens","Elmhurst","149130"
"2025-08-01","FHV - High Volume","Drop-off","83","Queens","Elmhurst/Maspeth","47462"
"2025-08-01","FHV - High Volume","Pick-up","83","Queens","Elmhurst/Maspeth","50181"
"2025-08-01","FHV - High Volume","Drop-off","84","Staten Island","Eltingville/Annadale/Prince's Bay","8382"
"2025-08-01","FHV - High Volume","Pick-up","84","Staten Island","Eltingville/Annadale/Prince's Bay","9146"
"2025-08-01","FHV - High Volume","Drop-off","85","Brooklyn","Erasmus","64520"
"2025-08-01","FHV - High Volume","Pick-up","85","Brooklyn","Erasmus","64877"
"2025-08-01","FHV - High Volume","Drop-off","86","Queens","Far Rockaway","37069"
"2025-08-01","FHV - High Volume","Pick-up","86","Queens","Far Rockaway","44691"
"2025-08-01","FHV - High Volume","Drop-off","87","Manhattan","Financial District North","109258"
"2025-08-01","FHV - High Volume","Pick-up","87","Manhattan","Financial District North","118492"
"2025-08-01","FHV - High Volume","Drop-off","88","Manhattan","Financial District South","47045"
"2025-08-01","FHV - High Volume","Pick-up","88","Manhattan","Financial District South","46250"
"2025-08-01","FHV - High Volume","Drop-off","89","Brooklyn","Flatbush/Ditmas Park","155365"
"2025-08-01","FHV - High Volume","Pick-up","89","Brooklyn","Flatbush/Ditmas Park","154497"
"2025-08-01","FHV - High Volume","Drop-off","90","Manhattan","Flatiron","93803"
"2025-08-01","FHV - High Volume","Pick-up","90","Manhattan","Flatiron","118262"
"2025-08-01","FHV - High Volume","Drop-off","91","Brooklyn","Flatlands","92306"
"2025-08-01","FHV - High Volume","Pick-up","91","Brooklyn","Flatlands","100770"
"2025-08-01","FHV - High Volume","Drop-off","92","Queens","Flushing","109596"
"2025-08-01","FHV - High Volume","Pick-up","92","Queens","Flushing","116596"
"2025-08-01","FHV - High Volume","Drop-off","93","Queens","Flushing Meadows-Corona Park","64330"
"2025-08-01","FHV - High Volume","Pick-up","93","Queens","Flushing Meadows-Corona Park","42897"
"2025-08-01","FHV - High Volume","Drop-off","94","Bronx","Fordham South","37656"
"2025-08-01","FHV - High Volume","Pick-up","94","Bronx","Fordham South","41424"
"2025-08-01","FHV - High Volume","Drop-off","95","Queens","Forest Hills","144497"
"2025-08-01","FHV - High Volume","Pick-up","95","Queens","Forest Hills","144502"
"2025-08-01","FHV - High Volume","Drop-off","96","Queens","Forest Park/Highland Park","4846"
"2025-08-01","FHV - High Volume","Pick-up","96","Queens","Forest Park/Highland Park","4077"
"2025-08-01","FHV - High Volume","Drop-off","97","Brooklyn","Fort Greene","118607"
"2025-08-01","FHV - High Volume","Pick-up","97","Brooklyn","Fort Greene","127575"
"2025-08-01","FHV - High Volume","Drop-off","98","Queens","Fresh Meadows","18983"
"2025-08-01","FHV - High Volume","Pick-up","98","Queens","Fresh Meadows","18476"
"2025-08-01","FHV - High Volume","Drop-off","99","Staten Island","Freshkills Park","548"
"2025-08-01","FHV - High Volume","Pick-up","99","Staten Island","Freshkills Park","481"
"2025-08-01","FHV - High Volume","Drop-off","100","Manhattan","Garment District","83526"
"2025-08-01","FHV - High Volume","Pick-up","100","Manhattan","Garment District","101750"
"2025-08-01","FHV - High Volume","Drop-off","101","Queens","Glen Oaks","13436"
"2025-08-01","FHV - High Volume","Pick-up","101","Queens","Glen Oaks","19244"
"2025-08-01","FHV - High Volume","Drop-off","102","Queens","Glendale","47291"
"2025-08-01","FHV - High Volume","Pick-up","102","Queens","Glendale","48229"
"2025-08-01","FHV - High Volume","Drop-off","105","Manhattan","Governor's Island/Ellis Island/Liberty Island","5"
"2025-08-01","FHV - High Volume","Pick-up","105","Manhattan","Governor's Island/Ellis Island/Liberty Island","5"
"2025-08-01","FHV - High Volume","Drop-off","106","Brooklyn","Gowanus","38689"
"2025-08-01","FHV - High Volume","Pick-up","106","Brooklyn","Gowanus","41146"
"2025-08-01","FHV - High Volume","Drop-off","107","Manhattan","Gramercy","107936"
"2025-08-01","FHV - High Volume","Pick-up","107","Manhattan","Gramercy","127861"
"2025-08-01","FHV - High Volume","Drop-off","108","Brooklyn","Gravesend","26903"
"2025-08-01","FHV - High Volume","Pick-up","108","Brooklyn","Gravesend","27118"
"2025-08-01","FHV - High Volume","Drop-off","109","Staten Island","Great Kills","13347"
"2025-08-01","FHV - High Volume","Pick-up","109","Staten Island","Great Kills","14549"
"2025-08-01","FHV - High Volume","Drop-off","110","Staten Island","Great Kills Park","114"
"2025-08-01","FHV - High Volume","Pick-up","110","Staten Island","Great Kills Park","67"
"2025-08-01","FHV - High Volume","Drop-off","111","Brooklyn","Green-Wood Cemetery","782"
"2025-08-01","FHV - High Volume","Pick-up","111","Brooklyn","Green-Wood Cemetery","711"
"2025-08-01","FHV - High Volume","Drop-off","112","Brooklyn","Greenpoint","190336"
"2025-08-01","FHV - High Volume","Pick-up","112","Brooklyn","Greenpoint","195949"
"2025-08-01","FHV - High Volume","Drop-off","113","Manhattan","Greenwich Village North","73866"
"2025-08-01","FHV - High Volume","Pick-up","113","Manhattan","Greenwich Village North","93936"
"2025-08-01","FHV - High Volume","Drop-off","114","Manhattan","Greenwich Village South","84694"
"2025-08-01","FHV - High Volume","Pick-up","114","Manhattan","Greenwich Village South","100815"
"2025-08-01","FHV - High Volume","Drop-off","115","Staten Island","Grymes Hill/Clifton","14569"
"2025-08-01","FHV - High Volume","Pick-up","115","Staten Island","Grymes Hill/Clifton","16895"
"2025-08-01","FHV - High Volume","Drop-off","116","Manhattan","Hamilton Heights","81326"
"2025-08-01","FHV - High Volume","Pick-up","116","Manhattan","Hamilton Heights","88105"
"2025-08-01","FHV - High Volume","Drop-off","117","Queens","Hammels/Arverne","31290"
"2025-08-01","FHV - High Volume","Pick-up","117","Queens","Hammels/Arverne","35087"
"2025-08-01","FHV - High Volume","Drop-off","118","Staten Island","Heartland Village/Todt Hill","21035"
"2025-08-01","FHV - High Volume","Pick-up","118","Staten Island","Heartland Village/Todt Hill","20350"
"2025-08-01","FHV - High Volume","Drop-off","119","Bronx","Highbridge","67372"
"2025-08-01","FHV - High Volume","Pick-up","119","Bronx","Highbridge","68745"
"2025-08-01","FHV - High Volume","Drop-off","120","Manhattan","Highbridge Park","2757"
"2025-08-01","FHV - High Volume","Pick-up","120","Manhattan","Highbridge Park","2146"
"2025-08-01","FHV - High Volume","Drop-off","121","Queens","Hillcrest/Pomonok","39840"
"2025-08-01","FHV - High Volume","Pick-up","121","Queens","Hillcrest/Pomonok","41191"
"2025-08-01","FHV - High Volume","Drop-off","122","Queens","Hollis","22610"
"2025-08-01","FHV - High Volume","Pick-up","122","Queens","Hollis","25640"
"2025-08-01","FHV - High Volume","Drop-off","123","Brooklyn","Homecrest","48018"
"2025-08-01","FHV - High Volume","Pick-up","123","Brooklyn","Homecrest","46030"
"2025-08-01","FHV - High Volume","Drop-off","124","Queens","Howard Beach","28821"
"2025-08-01","FHV - High Volume","Pick-up","124","Queens","Howard Beach","30446"
"2025-08-01","FHV - High Volume","Drop-off","125","Manhattan","Hudson Sq","52801"
"2025-08-01","FHV - High Volume","Pick-up","125","Manhattan","Hudson Sq","62892"
"2025-08-01","FHV - High Volume","Drop-off","126","Bronx","Hunts Point","67850"
"2025-08-01","FHV - High Volume","Pick-up","126","Bronx","Hunts Point","60734"
"2025-08-01","FHV - High Volume","Drop-off","127","Manhattan","Inwood","72195"
"2025-08-01","FHV - High Volume","Pick-up","127","Manhattan","Inwood","75853"
"2025-08-01","FHV - High Volume","Drop-off","128","Manhattan","Inwood Hill Park","7675"
"2025-08-01","FHV - High Volume","Pick-up","128","Manhattan","Inwood Hill Park","6167"
"2025-08-01","FHV - High Volume","Drop-off","129","Queens","Jackson Heights","141223"
"2025-08-01","FHV - High Volume","Pick-up","129","Queens","Jackson Heights","156951"
"2025-08-01","FHV - High Volume","Drop-off","130","Queens","Jamaica","166578"
"2025-08-01","FHV - High Volume","Pick-up","130","Queens","Jamaica","170272"
"2025-08-01","FHV - High Volume","Drop-off","131","Queens","Jamaica Estates","31542"
"2025-08-01","FHV - High Volume","Pick-up","131","Queens","Jamaica Estates","32269"
"2025-08-01","FHV - High Volume","Drop-off","132","Queens","JFK Airport","440057"
"2025-08-01","FHV - High Volume","Pick-up","132","Queens","JFK Airport","349773"
"2025-08-01","FHV - High Volume","Drop-off","133","Brooklyn","Kensington","33794"
"2025-08-01","FHV - High Volume","Pick-up","133","Brooklyn","Kensington","33914"
"2025-08-01","FHV - High Volume","Drop-off","134","Queens","Kew Gardens","45410"
"2025-08-01","FHV - High Volume","Pick-up","134","Queens","Kew Gardens","47142"
"2025-08-01","FHV - High Volume","Drop-off","135","Queens","Kew Gardens Hills","30529"
"2025-08-01","FHV - High Volume","Pick-up","135","Queens","Kew Gardens Hills","33269"
"2025-08-01","FHV - High Volume","Drop-off","136","Bronx","Kingsbridge Heights","48808"
"2025-08-01","FHV - High Volume","Pick-up","136","Bronx","Kingsbridge Heights","53034"
"2025-08-01","FHV - High Volume","Drop-off","137","Manhattan","Kips Bay","94671"
"2025-08-01","FHV - High Volume","Pick-up","137","Manhattan","Kips Bay","96265"
"2025-08-01","FHV - High Volume","Drop-off","138","Queens","LaGuardia Airport","444477"
"2025-08-01","FHV - High Volume","Pick-up","138","Queens","LaGuardia Airport","407661"
"2025-08-01","FHV - High Volume","Drop-off","139","Queens","Laurelton","34553"
"2025-08-01","FHV - High Volume","Pick-up","139","Queens","Laurelton","42644"
"2025-08-01","FHV - High Volume","Drop-off","140","Manhattan","Lenox Hill East","106210"
"2025-08-01","FHV - High Volume","Pick-up","140","Manhattan","Lenox Hill East","99610"
"2025-08-01","FHV - High Volume","Drop-off","141","Manhattan","Lenox Hill West","92032"
"2025-08-01","FHV - High Volume","Pick-up","141","Manhattan","Lenox Hill West","107823"
"2025-08-01","FHV - High Volume","Drop-off","142","Manhattan","Lincoln Square East","94618"
"2025-08-01","FHV - High Volume","Pick-up","142","Manhattan","Lincoln Square East","105490"
"2025-08-01","FHV - High Volume","Drop-off","143","Manhattan","Lincoln Square West","59710"
"2025-08-01","FHV - High Volume","Pick-up","143","Manhattan","Lincoln Square West","80077"
"2025-08-01","FHV - High Volume","Drop-off","144","Manhattan","Little Italy/NoLiTa","101736"
"2025-08-01","FHV - High Volume","Pick-up","144","Manhattan","Little Italy/NoLiTa","125012"
"2025-08-01","FHV - High Volume","Drop-off","145","Queens","Long Island City/Hunters Point","172678"
"2025-08-01","FHV - High Volume","Pick-up","145","Queens","Long Island City/Hunters Point","183192"
"2025-08-01","FHV - High Volume","Drop-off","146","Queens","Long Island City/Queens Plaza","52900"
"2025-08-01","FHV - High Volume","Pick-up","146","Queens","Long Island City/Queens Plaza","52858"
"2025-08-01","FHV - High Volume","Drop-off","147","Bronx","Longwood","39489"
"2025-08-01","FHV - High Volume","Pick-up","147","Bronx","Longwood","41640"
"2025-08-01","FHV - High Volume","Drop-off","148","Manhattan","Lower East Side","145885"
"2025-08-01","FHV - High Volume","Pick-up","148","Manhattan","Lower East Side","192048"
"2025-08-01","FHV - High Volume","Drop-off","149","Brooklyn","Madison","41558"
"2025-08-01","FHV - High Volume","Pick-up","149","Brooklyn","Madison","41899"
"2025-08-01","FHV - High Volume","Drop-off","150","Brooklyn","Manhattan Beach","23454"
"2025-08-01","FHV - High Volume","Pick-up","150","Brooklyn","Manhattan Beach","21155"
"2025-08-01","FHV - High Volume","Drop-off","151","Manhattan","Manhattan Valley","46322"
"2025-08-01","FHV - High Volume","Pick-up","151","Manhattan","Manhattan Valley","51950"
"2025-08-01","FHV - High Volume","Drop-off","152","Manhattan","Manhattanville","42103"
"2025-08-01","FHV - High Volume","Pick-up","152","Manhattan","Manhattanville","42291"
"2025-08-01","FHV - High Volume","Drop-off","153","Manhattan","Marble Hill","15257"
"2025-08-01","FHV - High Volume","Pick-up","153","Manhattan","Marble Hill","19306"
"2025-08-01","FHV - High Volume","Drop-off","154","Brooklyn","Marine Park/Floyd Bennett Field","3014"
"2025-08-01","FHV - High Volume","Pick-up","154","Brooklyn","Marine Park/Floyd Bennett Field","2527"
"2025-08-01","FHV - High Volume","Drop-off","155","Brooklyn","Marine Park/Mill Basin","56733"
"2025-08-01","FHV - High Volume","Pick-up","155","Brooklyn","Marine Park/Mill Basin","54643"
"2025-08-01","FHV - High Volume","Drop-off","156","Staten Island","Mariners Harbor","23406"
"2025-08-01","FHV - High Volume","Pick-up","156","Staten Island","Mariners Harbor","27939"
"2025-08-01","FHV - High Volume","Drop-off","157","Queens","Maspeth","63173"
"2025-08-01","FHV - High Volume","Pick-up","157","Queens","Maspeth","65066"
"2025-08-01","FHV - High Volume","Drop-off","158","Manhattan","Meatpacking/West Village West","85304"
"2025-08-01","FHV - High Volume","Pick-up","158","Manhattan","Meatpacking/West Village West","96305"
"2025-08-01","FHV - High Volume","Drop-off","159","Bronx","Melrose South","92268"
"2025-08-01","FHV - High Volume","Pick-up","159","Bronx","Melrose South","90796"
"2025-08-01","FHV - High Volume","Drop-off","160","Queens","Middle Village","46108"
"2025-08-01","FHV - High Volume","Pick-up","160","Queens","Middle Village","45161"
"2025-08-01","FHV - High Volume","Drop-off","161","Manhattan","Midtown Center","179191"
"2025-08-01","FHV - High Volume","Pick-up","161","Manhattan","Midtown Center","199986"
"2025-08-01","FHV - High Volume","Drop-off","162","Manhattan","Midtown East","150970"
"2025-08-01","FHV - High Volume","Pick-up","162","Manhattan","Midtown East","138673"
"2025-08-01","FHV - High Volume","Drop-off","163","Manhattan","Midtown North","118588"
"2025-08-01","FHV - High Volume","Pick-up","163","Manhattan","Midtown North","140140"
"2025-08-01","FHV - High Volume","Drop-off","164","Manhattan","Midtown South","157309"
"2025-08-01","FHV - High Volume","Pick-up","164","Manhattan","Midtown South","190524"
"2025-08-01","FHV - High Volume","Drop-off","165","Brooklyn","Midwood","49177"
"2025-08-01","FHV - High Volume","Pick-up","165","Brooklyn","Midwood","50496"
"2025-08-01","FHV - High Volume","Drop-off","166","Manhattan","Morningside Heights","75113"
"2025-08-01","FHV - High Volume","Pick-up","166","Manhattan","Morningside Heights","68722"
"2025-08-01","FHV - High Volume","Drop-off","167","Bronx","Morrisania/Melrose","71046"
"2025-08-01","FHV - High Volume","Pick-up","167","Bronx","Morrisania/Melrose","74690"
"2025-08-01","FHV - High Volume","Drop-off","168","Bronx","Mott Haven/Port Morris","131019"
"2025-08-01","FHV - High Volume","Pick-up","168","Bronx","Mott Haven/Port Morris","131434"
"2025-08-01","FHV - High Volume","Drop-off","169","Bronx","Mount Hope","87196"
"2025-08-01","FHV - High Volume","Pick-up","169","Bronx","Mount Hope","94056"
"2025-08-01","FHV - High Volume","Drop-off","170","Manhattan","Murray Hill","164560"
"2025-08-01","FHV - High Volume","Pick-up","170","Manhattan","Murray Hill","163890"
"2025-08-01","FHV - High Volume","Drop-off","171","Queens","Murray Hill-Queens","39643"
"2025-08-01","FHV - High Volume","Pick-up","171","Queens","Murray Hill-Queens","40984"
"2025-08-01","FHV - High Volume","Drop-off","172","Staten Island","New Dorp/Midland Beach","12095"
"2025-08-01","FHV - High Volume","Pick-up","172","Staten Island","New Dorp/Midland Beach","12922"
